id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
247,Funchal,Porto,Sydney,Sydney;London,27,Sim,Cabine,Em trânsito,Normal,Normal,469
248,Madrid,Nova Iorque,Nova Iorque,,36,Nao,Porão,Entregue,Normal,Normal,4224
249,Funchal,Paris,Paris,Nova Iorque;Rio de Janeiro;Barcelona,72,Nao,Porão,Entregue,Normal,Normal,3431
250,Sydney,Paris,Funchal,Rio de Janeiro,137,Sim,Porão,Perdida,Frágil,Normal,291
251,Nova Iorque,Bangkok,Madrid,Funchal;Tóquio,191,Sim,Porão,Perdida,Frágil,Normal,3644
252,Nova Iorque,Porto,Los Angeles,Barcelona;Los Angeles,28,Sim,Porão,Em trânsito,Normal,Atrasado,3192
253,Roma,Bangkok,Funchal,,163,Sim,Cabine,Perdida,Frágil,Normal,7453
254,Sydney,Nova Iorque,Madrid,Rio de Janeiro,110,Sim,Porão,Perdida,Normal,Normal,5839
255,Roma,Porto,Nova Iorque,,104,Sim,Porão,Perdida,Normal,Atrasado,4510
256,Roma,Paris,Los Angeles,Porto;Los Angeles;Madrid,20,Sim,Porão,Em trânsito,Normal,Atrasado,7994
257,Funchal,Bangkok,Bangkok,Porto,48,Nao,Cabine,Entregue,Valiosa,Normal,3158
258,Nova Iorque,Dubai,Dubai,,40,Nao,Porão,Entregue,Frágil,Atrasado,7216
259,Sydney,Paris,London,London,21,Sim,Cabine,Em trânsito,Normal,Normal,290
260,Lisboa,Paris,Sydney,Porto;Sydney,22,Sim,Cabine,Em trânsito,Frágil,Normal,7552
261,Barcelona,São Paulo,Roma,Nova Iorque,134,Sim,Porão,Perdida,Frágil,Atrasado,953
262,Sydney,São Paulo,Lisboa,Lisboa,28,Sim,Cabine,Em trânsito,Frágil,Atrasado,9631
263,Paris,Funchal,Funchal,Sydney,39,Nao,Porão,Entregue,Frágil,Cancelado,988
264,São Paulo,Roma,Roma,,35,Nao,Cabine,Entregue,Frágil,Normal,7615
265,London,Lisboa,Lisboa,,11,Nao,Porão,Entregue,Valiosa,Atrasado,2202
266,Tóquio,Porto,Barcelona,Barcelona;Los Angeles,38,Sim,Cabine,Em trânsito,Normal,Normal,9673
267,Madrid,Los Angeles,Dubai,Dubai,20,Sim,Cabine,Em trânsito,Normal,Normal,622
268,Sydney,London,Barcelona,Barcelona,9,Sim,Porão,Em trânsito,Normal,Normal,7645
269,Dubai,London,Rio de Janeiro,Barcelona;Lisboa;Madrid,127,Sim,Porão,Perdida,Normal,Normal,8795
270,Roma,São Paulo,São Paulo,,21,Nao,Porão,Entregue,Normal,Atrasado,8909
271,Lisboa,Madrid,Madrid,Sydney,67,Nao,Porão,Entregue,Frágil,Cancelado,9038
272,Rio de Janeiro,Los Angeles,Porto,Dubai,149,Sim,Porão,Perdida,Normal,Atrasado,9526
273,Tóquio,Funchal,Funchal,Sydney;Barcelona,49,Nao,Cabine,Entregue,Normal,Atrasado,1346
274,Rio de Janeiro,Roma,Roma,Tóquio;Funchal;London,21,Nao,Porão,Entregue,Valiosa,Normal,8612
275,Madrid,Nova Iorque,Nova Iorque,Rio de Janeiro;Paris;Tóquio,38,Nao,Cabine,Entregue,Frágil,Normal,9323
276,Dubai,Sydney,Sydney,Barcelona;São Paulo,59,Nao,Porão,Entregue,Frágil,Normal,2443
277,Rio de Janeiro,Los Angeles,São Paulo,Tóquio,194,Sim,Cabine,Perdida,Frágil,Atrasado,7533
278,Porto,Rio de Janeiro,Lisboa,Lisboa,22,Sim,Porão,Em trânsito,Normal,Normal,3311
279,Nova Iorque,Rio de Janeiro,Rio de Janeiro,,53,Nao,Porão,Entregue,Normal,Normal,7925
280,Funchal,Sydney,Los Angeles,Barcelona;Nova Iorque;Porto,131,Sim,Porão,Perdida,Frágil,Normal,5266
281,Paris,London,Dubai,Barcelona;Dubai,40,Sim,Cabine,Em trânsito,Normal,Normal,2636
282,Nova Iorque,São Paulo,Sydney,Sydney,14,Sim,Porão,Em trânsito,Normal,Normal,9670
283,London,Lisboa,Lisboa,São Paulo;Tóquio,57,Nao,Porão,Entregue,Normal,Atrasado,1723
284,Porto,Bangkok,Bangkok,Roma;São Paulo;Barcelona,33,Nao,Porão,Entregue,Normal,Atrasado,7236
285,São Paulo,Sydney,Dubai,Dubai,28,Sim,Porão,Em trânsito,Frágil,Atrasado,3961
286,Los Angeles,Dubai,Porto,Madrid,151,Sim,Porão,Perdida,Normal,Normal,6232
287,Barcelona,Rio de Janeiro,Paris,Paris,18,Sim,Porão,Em trânsito,Frágil,Normal,4354
288,São Paulo,Lisboa,Lisboa,,13,Nao,Cabine,Entregue,Normal,Normal,5615
289,Sydney,Porto,Porto,Dubai,13,Nao,Porão,Entregue,Normal,Atrasado,9982
290,Rio de Janeiro,Barcelona,Tóquio,Dubai;Tóquio,27,Sim,Cabine,Em trânsito,Normal,Normal,2953
291,Rio de Janeiro,Sydney,Sydney,Madrid,61,Nao,Cabine,Entregue,Frágil,Atrasado,6055
292,Madrid,Funchal,Sydney,Paris;São Paulo,185,Sim,Porão,Perdida,Normal,Atrasado,7760
293,Sydney,Rio de Janeiro,Paris,London;Paris;Bangkok,43,Nao,Porão,Entregue,Normal,Cancelado,6309
294,Paris,Los Angeles,Los Angeles,Funchal;Nova Iorque;Lisboa,39,Nao,Porão,Entregue,Normal,Normal,829
295,Porto,Madrid,Madrid,Funchal;Tóquio;London,16,Nao,Cabine,Entregue,Frágil,Normal,5668
296,Sydney,Funchal,Paris,São Paulo,175,Sim,Cabine,Perdida,Normal,Atrasado,4507
297,Lisboa,Porto,Porto,Madrid;Funchal,23,Nao,Porão,Entregue,Normal,Cancelado,7002
298,Barcelona,Roma,Madrid,Madrid,20,Sim,Porão,Em trânsito,Frágil,Normal,5244
299,Funchal,London,London,,56,Nao,Porão,Entregue,Frágil,Normal,3311
300,Funchal,Nova Iorque,Barcelona,Los Angeles;Tóquio,145,Sim,Porão,Perdida,Normal,Atrasado,8273
301,Madrid,Dubai,Dubai,,51,Nao,Porão,Entregue,Normal,Normal,9722
302,Tóquio,Porto,Sydney,Madrid,174,Sim,Porão,Perdida,Normal,Normal,7483
303,Lisboa,London,Tóquio,Porto;Tóquio;Roma,20,Sim,Cabine,Em trânsito,Normal,Atrasado,3215
304,Roma,Barcelona,Barcelona,London,38,Nao,Porão,Entregue,Normal,Atrasado,9685
305,São Paulo,Funchal,Funchal,Los Angeles;Paris;Sydney,29,Nao,Porão,Entregue,Normal,Normal,5448
306,London,Los Angeles,Los Angeles,Funchal,19,Nao,Porão,Entregue,Normal,Normal,3951
307,Lisboa,Sydney,Sydney,,61,Nao,Cabine,Entregue,Normal,Normal,4618
308,Porto,Dubai,Dubai,,34,Nao,Cabine,Entregue,Normal,Cancelado,8387
309,Dubai,Bangkok,Los Angeles,Porto;Funchal;Rio de Janeiro,192,Sim,Porão,Perdida,Normal,Atrasado,4791
310,Rio de Janeiro,Tóquio,Los Angeles,Bangkok;Nova Iorque;Dubai,143,Sim,Cabine,Perdida,Normal,Atrasado,5607
311,Rio de Janeiro,London,London,Los Angeles;Madrid;Porto,48,Nao,Porão,Entregue,Frágil,Atrasado,5517
312,London,Rio de Janeiro,Rio de Janeiro,,13,Nao,Porão,Entregue,Frágil,Cancelado,2045
313,Sydney,Bangkok,London,London;Tóquio,32,Sim,Cabine,Em trânsito,Normal,Normal,841
314,Funchal,London,Nova Iorque,Rio de Janeiro;Barcelona,174,Sim,Porão,Perdida,Normal,Atrasado,1440
315,Los Angeles,Roma,Roma,,17,Nao,Porão,Entregue,Valiosa,Cancelado,5456
316,Tóquio,Barcelona,Roma,Roma,12,Sim,Cabine,Em trânsito,Valiosa,Normal,8578
317,Dubai,Lisboa,Sydney,,153,Sim,Cabine,Perdida,Normal,Atrasado,6965
318,Dubai,Porto,Barcelona,Rio de Janeiro;Barcelona,30,Sim,Porão,Em trânsito,Frágil,Normal,6588
319,Tóquio,Nova Iorque,Paris,Paris,12,Sim,Porão,Em trânsito,Normal,Atrasado,4815
320,London,Rio de Janeiro,Rio de Janeiro,Madrid;São Paulo,53,Nao,Cabine,Entregue,Normal,Atrasado,2934
321,London,Sydney,Sydney,Nova Iorque;Paris,62,Nao,Porão,Entregue,Normal,Cancelado,2961
322,São Paulo,Tóquio,Sydney,Sydney;Los Angeles;Barcelona,18,Sim,Cabine,Em trânsito,Normal,Atrasado,1829
323,Rio de Janeiro,Funchal,Funchal,Lisboa,67,Nao,Porão,Entregue,Frágil,Normal,2305
324,Madrid,Tóquio,Tóquio,Roma,31,Nao,Porão,Entregue,Frágil,Cancelado,3017
325,Lisboa,Madrid,Nova Iorque,Funchal;Los Angeles;London,191,Sim,Porão,Perdida,Frágil,Normal,4267
326,São Paulo,Dubai,Dubai,Sydney;Los Angeles,43,Nao,Porão,Entregue,Frágil,Normal,7640
327,Dubai,Barcelona,Madrid,Madrid;Roma;Tóquio,46,Nao,Cabine,Entregue,Normal,Cancelado,4812
328,Bangkok,Lisboa,Roma,Roma;Sydney,26,Sim,Porão,Em trânsito,Frágil,Normal,4607
329,London,Tóquio,Porto,,145,Sim,Cabine,Perdida,Normal,Normal,7036
330,São Paulo,London,Rio de Janeiro,Rio de Janeiro;Dubai;Roma,32,Sim,Porão,Em trânsito,Valiosa,Normal,2545
331,Madrid,Roma,Nova Iorque,Dubai;Paris,119,Sim,Porão,Perdida,Frágil,Atrasado,1690
332,Madrid,Los Angeles,Bangkok,Bangkok,3,Sim,Cabine,Em trânsito,Normal,Normal,5987
333,Funchal,Dubai,Dubai,,19,Nao,Porão,Entregue,Frágil,Normal,4084
334,Madrid,London,Tóquio,Tóquio,31,Sim,Porão,Em trânsito,Frágil,Normal,8377
335,Nova Iorque,Bangkok,Madrid,São Paulo;Funchal;Madrid,23,Sim,Porão,Em trânsito,Normal,Atrasado,3085
336,Sydney,Porto,Funchal,Barcelona;Funchal;Tóquio,35,Sim,Cabine,Em trânsito,Normal,Normal,2232
337,Madrid,Dubai,Nova Iorque,Nova Iorque,18,Sim,Porão,Em trânsito,Frágil,Atrasado,919
338,Funchal,Tóquio,Tóquio,,48,Nao,Porão,Entregue,Normal,Atrasado,7600
339,Funchal,Paris,Paris,Los Angeles,41,Nao,Porão,Entregue,Frágil,Normal,2128
340,São Paulo,Roma,Lisboa,Dubai;Paris,128,Sim,Cabine,Perdida,Frágil,Atrasado,9580
341,Madrid,Lisboa,Los Angeles,Porto,179,Sim,Porão,Perdida,Frágil,Atrasado,9735
342,Dubai,Tóquio,Tóquio,,18,Nao,Porão,Entregue,Normal,Atrasado,8538
343,Porto,São Paulo,São Paulo,Rio de Janeiro;Barcelona,24,Nao,Cabine,Entregue,Normal,Normal,9890
344,Los Angeles,Dubai,Porto,Madrid;Rio de Janeiro;São Paulo,122,Sim,Cabine,Perdida,Normal,Normal,2798
345,Rio de Janeiro,Bangkok,São Paulo,Roma;Dubai;São Paulo,13,Sim,Cabine,Em trânsito,Frágil,Normal,304
346,Paris,Lisboa,São Paulo,Funchal;Los Angeles;Roma,177,Sim,Porão,Perdida,Frágil,Normal,3176
347,Lisboa,Bangkok,Nova Iorque,Roma,151,Sim,Porão,Perdida,Valiosa,Atrasado,2713
348,Sydney,Funchal,Funchal,São Paulo;Barcelona,32,Nao,Cabine,Entregue,Normal,Normal,5446
349,Roma,Rio de Janeiro,Rio de Janeiro,London,61,Nao,Cabine,Entregue,Frágil,Atrasado,3634
350,Barcelona,Nova Iorque,Nova Iorque,London;Paris;Tóquio,43,Nao,Porão,Entregue,Normal,Normal,4836
351,Paris,Dubai,Dubai,Tóquio;São Paulo;Madrid,42,Nao,Porão,Entregue,Normal,Atrasado,5089
352,Madrid,Tóquio,Los Angeles,Los Angeles,22,Sim,Cabine,Em trânsito,Normal,Normal,9915
353,Tóquio,São Paulo,São Paulo,Los Angeles;Porto,43,Nao,Porão,Entregue,Frágil,Atrasado,8336
354,Bangkok,Porto,Porto,Madrid;Nova Iorque;Los Angeles,53,Nao,Porão,Entregue,Normal,Normal,3721
355,Roma,London,São Paulo,,144,Sim,Porão,Perdida,Normal,Normal,3229
356,Nova Iorque,Porto,Porto,,46,Nao,Cabine,Entregue,Normal,Normal,6845
357,Madrid,Funchal,Funchal,,15,Nao,Cabine,Entregue,Normal,Normal,8058
358,Tóquio,London,London,Barcelona;Los Angeles,22,Nao,Porão,Entregue,Normal,Atrasado,7215
359,Lisboa,Madrid,Madrid,,66,Nao,Cabine,Entregue,Normal,Cancelado,5344
360,Tóquio,Roma,Madrid,Paris;Madrid,16,Sim,Porão,Em trânsito,Frágil,Atrasado,6378
361,Paris,Barcelona,Rio de Janeiro,Porto;Los Angeles,149,Sim,Cabine,Perdida,Normal,Normal,498
362,Dubai,Madrid,Madrid,,55,Nao,Cabine,Entregue,Frágil,Normal,9786
363,Nova Iorque,Tóquio,São Paulo,Madrid;Bangkok,177,Sim,Porão,Perdida,Normal,Normal,2195
364,Madrid,Bangkok,Nova Iorque,Nova Iorque,6,Sim,Porão,Em trânsito,Frágil,Atrasado,5035
365,Porto,Dubai,Sydney,Tóquio,186,Sim,Porão,Perdida,Normal,Normal,1079
366,Madrid,Lisboa,Lisboa,Nova Iorque;Paris;Sydney,12,Nao,Porão,Entregue,Normal,Atrasado,3204
367,Paris,Los Angeles,Tóquio,Tóquio;Lisboa,35,Sim,Porão,Em trânsito,Valiosa,Atrasado,9641
368,Rio de Janeiro,Nova Iorque,Barcelona,Barcelona,20,Sim,Cabine,Em trânsito,Normal,Atrasado,3431
369,Roma,Los Angeles,Paris,Nova Iorque;Paris,15,Sim,Cabine,Em trânsito,Normal,Atrasado,2842
370,Lisboa,Los Angeles,Barcelona,Barcelona,30,Sim,Porão,Em trânsito,Normal,Atrasado,3397
371,Porto,Roma,Bangkok,Sydney,106,Sim,Porão,Perdida,Valiosa,Normal,9768
372,Bangkok,Tóquio,Paris,Madrid;Dubai;São Paulo,145,Sim,Cabine,Perdida,Normal,Normal,7052
373,Barcelona,Los Angeles,Los Angeles,,53,Nao,Porão,Entregue,Valiosa,Atrasado,4879
374,London,Lisboa,Lisboa,,15,Nao,Porão,Entregue,Normal,Normal,279
375,Funchal,Porto,Porto,,65,Nao,Porão,Entregue,Normal,Atrasado,9842
376,Funchal,Madrid,Sydney,,140,Sim,Porão,Perdida,Normal,Normal,1290
377,Roma,Bangkok,Bangkok,,70,Nao,Cabine,Entregue,Normal,Cancelado,9113
378,Barcelona,Paris,Paris,,41,Nao,Porão,Entregue,Frágil,Normal,8747
379,Paris,London,London,,68,Nao,Porão,Entregue,Normal,Cancelado,9347
380,Lisboa,Barcelona,Barcelona,Paris;Madrid,50,Nao,Porão,Entregue,Normal,Atrasado,8080
381,Nova Iorque,Lisboa,Lisboa,Porto,13,Nao,Porão,Entregue,Normal,Atrasado,6895
382,Nova Iorque,Bangkok,São Paulo,London,112,Sim,Cabine,Perdida,Normal,Atrasado,7150
383,Paris,Lisboa,Rio de Janeiro,Rio de Janeiro,16,Sim,Porão,Em trânsito,Frágil,Atrasado,6632
384,Sydney,Nova Iorque,Nova Iorque,London,46,Nao,Cabine,Entregue,Normal,Atrasado,1441
385,Bangkok,Tóquio,Los Angeles,Barcelona;Rio de Janeiro,194,Sim,Cabine,Perdida,Normal,Atrasado,6449
386,Porto,London,London,Nova Iorque;Bangkok,54,Nao,Porão,Entregue,Frágil,Atrasado,2040
387,São Paulo,Tóquio,Rio de Janeiro,Porto;Madrid;Rio de Janeiro,10,Sim,Porão,Em trânsito,Normal,Atrasado,8405
388,Madrid,Roma,Roma,,68,Nao,Cabine,Entregue,Normal,Cancelado,5933
389,Nova Iorque,Bangkok,Funchal,Los Angeles;São Paulo,194,Sim,Cabine,Perdida,Normal,Atrasado,4159
390,Rio de Janeiro,Nova Iorque,São Paulo,Porto;São Paulo,34,Sim,Porão,Em trânsito,Normal,Atrasado,1706
391,Los Angeles,Rio de Janeiro,Barcelona,Barcelona;Paris;Bangkok,24,Sim,Cabine,Em trânsito,Valiosa,Atrasado,3507
392,Sydney,Roma,Roma,Tóquio;Rio de Janeiro,69,Nao,Cabine,Entregue,Normal,Atrasado,5818
393,Funchal,São Paulo,Porto,Porto;Tóquio;Nova Iorque,10,Nao,Porão,Entregue,Normal,Cancelado,2194
394,Dubai,Rio de Janeiro,Roma,Nova Iorque,136,Sim,Cabine,Perdida,Frágil,Atrasado,3335
395,Funchal,Rio de Janeiro,Porto,Bangkok;Porto;Tóquio,37,Sim,Cabine,Em trânsito,Valiosa,Atrasado,2569
396,Los Angeles,Paris,Paris,,26,Nao,Porão,Entregue,Normal,Normal,2542
397,Paris,Dubai,Nova Iorque,Funchal,162,Sim,Porão,Perdida,Frágil,Atrasado,2303
398,Bangkok,Funchal,São Paulo,Tóquio;Nova Iorque,136,Sim,Cabine,Perdida,Normal,Atrasado,3305
399,Sydney,Los Angeles,Los Angeles,Porto;Bangkok,68,Nao,Porão,Entregue,Frágil,Atrasado,1432
400,Nova Iorque,Barcelona,Porto,Porto,19,Nao,Cabine,Entregue,Normal,Cancelado,8052
401,Lisboa,Los Angeles,Los Angeles,Dubai;London,55,Nao,Porão,Entregue,Normal,Atrasado,3940
402,Sydney,Dubai,São Paulo,São Paulo;Barcelona;Paris,28,Sim,Porão,Em trânsito,Frágil,Atrasado,5831
403,Barcelona,London,Rio de Janeiro,Rio de Janeiro;Sydney;Paris,39,Sim,Cabine,Em trânsito,Normal,Normal,9665
404,Porto,Los Angeles,Sydney,Nova Iorque;Sydney;Barcelona,32,Sim,Porão,Em trânsito,Frágil,Normal,2615
405,Nova Iorque,Lisboa,Lisboa,,22,Nao,Porão,Entregue,Normal,Normal,9602
406,Tóquio,Dubai,Dubai,,50,Nao,Porão,Entregue,Frágil,Atrasado,1701
407,Roma,Bangkok,Bangkok,Sydney,40,Nao,Porão,Entregue,Normal,Normal,5660
408,Sydney,Rio de Janeiro,Rio de Janeiro,Funchal,19,Nao,Porão,Entregue,Normal,Atrasado,4160
409,Los Angeles,Barcelona,Barcelona,,38,Nao,Porão,Entregue,Frágil,Cancelado,8815
410,Rio de Janeiro,Funchal,Funchal,Bangkok;Madrid,45,Nao,Cabine,Entregue,Normal,Atrasado,2575
411,Dubai,São Paulo,Lisboa,Rio de Janeiro,121,Sim,Porão,Perdida,Normal,Normal,3872
412,Los Angeles,São Paulo,Paris,Paris,41,Sim,Porão,Em trânsito,Valiosa,Atrasado,5687
413,Sydney,Roma,Roma,,68,Nao,Cabine,Entregue,Normal,Normal,8449
414,Barcelona,Roma,Roma,,32,Nao,Cabine,Entregue,Normal,Atrasado,3992
415,São Paulo,Sydney,Barcelona,Barcelona;Rio de Janeiro,14,Sim,Cabine,Em trânsito,Normal,Normal,212
416,Nova Iorque,Bangkok,Bangkok,Paris,45,Nao,Cabine,Entregue,Normal,Atrasado,290
417,London,Roma,Roma,,67,Nao,Cabine,Entregue,Valiosa,Atrasado,2591
418,Lisboa,London,London,Dubai,65,Nao,Porão,Entregue,Normal,Normal,9652
419,Madrid,São Paulo,São Paulo,Dubai,34,Nao,Cabine,Entregue,Normal,Cancelado,3048
420,Lisboa,Funchal,Tóquio,Tóquio,10,Sim,Porão,Em trânsito,Frágil,Normal,3527
421,Sydney,Madrid,Nova Iorque,,110,Sim,Cabine,Perdida,Normal,Normal,4027
422,Madrid,Funchal,Los Angeles,London;Los Angeles,12,Sim,Cabine,Em trânsito,Frágil,Atrasado,3521
423,Roma,Barcelona,Barcelona,Sydney,26,Nao,Cabine,Entregue,Normal,Normal,3378
424,Madrid,Bangkok,Bangkok,São Paulo;Funchal,19,Nao,Porão,Entregue,Normal,Normal,8737
425,Nova Iorque,Paris,London,,137,Sim,Cabine,Perdida,Normal,Atrasado,1917
426,Tóquio,Paris,Dubai,,183,Sim,Porão,Perdida,Valiosa,Atrasado,2115
427,London,Madrid,Madrid,,51,Nao,Cabine,Entregue,Normal,Atrasado,9468
428,Barcelona,Paris,Paris,Roma;Tóquio,14,Nao,Porão,Entregue,Normal,Atrasado,8795
429,Lisboa,Dubai,Madrid,Rio de Janeiro;Madrid,43,Sim,Porão,Em trânsito,Frágil,Atrasado,7310
430,Roma,Tóquio,Funchal,Porto;Lisboa;Nova Iorque,196,Sim,Porão,Perdida,Frágil,Atrasado,3403
431,Porto,Paris,London,Roma,131,Sim,Porão,Perdida,Normal,Atrasado,9607
432,Rio de Janeiro,Tóquio,Tóquio,São Paulo;Madrid,64,Nao,Porão,Entregue,Frágil,Normal,4094
433,Madrid,Rio de Janeiro,Rio de Janeiro,,71,Nao,Porão,Entregue,Normal,Atrasado,8165
434,Los Angeles,Barcelona,Barcelona,,27,Nao,Porão,Entregue,Frágil,Cancelado,6103
435,Bangkok,Dubai,Dubai,Porto;Barcelona;Madrid,41,Nao,Porão,Entregue,Normal,Cancelado,3904
436,Nova Iorque,Los Angeles,Los Angeles,,43,Nao,Porão,Entregue,Normal,Cancelado,1823
437,Tóquio,London,Los Angeles,Dubai;Roma;Porto,164,Sim,Porão,Perdida,Normal,Atrasado,599
438,London,Bangkok,Bangkok,,50,Nao,Porão,Entregue,Normal,Normal,6811
439,Bangkok,Paris,Sydney,Tóquio;Madrid,120,Sim,Porão,Perdida,Frágil,Normal,1421
440,Los Angeles,Lisboa,Barcelona,Bangkok;Funchal;Paris,109,Sim,Cabine,Perdida,Frágil,Atrasado,710
441,Roma,Paris,Tóquio,Sydney,146,Sim,Cabine,Perdida,Normal,Atrasado,8986
442,Rio de Janeiro,Dubai,Roma,Los Angeles;Nova Iorque;Bangkok,120,Sim,Porão,Perdida,Normal,Normal,9246
443,Dubai,São Paulo,São Paulo,,68,Nao,Cabine,Entregue,Frágil,Cancelado,1077
444,London,Nova Iorque,Nova Iorque,,46,Nao,Cabine,Entregue,Frágil,Normal,6317
445,Roma,Porto,London,Sydney;São Paulo;London,72,Nao,Porão,Entregue,Valiosa,Cancelado,9847
446,London,Los Angeles,Los Angeles,,21,Nao,Porão,Entregue,Normal,Atrasado,265
447,Nova Iorque,Tóquio,Tóquio,Barcelona;Porto,18,Nao,Cabine,Entregue,Normal,Atrasado,8204
448,Madrid,Sydney,Sydney,Porto,28,Nao,Cabine,Entregue,Frágil,Atrasado,9617
449,Sydney,Lisboa,Lisboa,São Paulo;Barcelona;Los Angeles,54,Nao,Porão,Entregue,Normal,Atrasado,2080
450,Nova Iorque,Dubai,Sydney,Sydney;London;Roma,15,Sim,Porão,Em trânsito,Normal,Atrasado,850
451,Paris,Roma,Roma,Sydney,65,Nao,Porão,Entregue,Frágil,Atrasado,9513
452,Madrid,Rio de Janeiro,London,Dubai,161,Sim,Porão,Perdida,Normal,Atrasado,8413
453,Porto,Paris,Paris,,50,Nao,Porão,Entregue,Normal,Normal,7145
454,Roma,Dubai,Los Angeles,Madrid;Lisboa,176,Sim,Porão,Perdida,Normal,Normal,594
455,London,Roma,Roma,,27,Nao,Porão,Entregue,Frágil,Normal,9170
456,Sydney,Roma,Lisboa,Dubai;Barcelona;Tóquio,192,Sim,Porão,Perdida,Normal,Atrasado,7790
457,Nova Iorque,Los Angeles,Bangkok,Bangkok,24,Sim,Porão,Em trânsito,Normal,Atrasado,8207
458,Rio de Janeiro,Barcelona,Barcelona,Paris;London,12,Nao,Porão,Entregue,Normal,Normal,1759
459,Barcelona,Paris,Dubai,Dubai;Los Angeles,16,Sim,Porão,Em trânsito,Valiosa,Normal,6728
460,Tóquio,Bangkok,Nova Iorque,Porto;Nova Iorque;Roma,21,Sim,Porão,Em trânsito,Frágil,Normal,4958
461,São Paulo,Rio de Janeiro,Rio de Janeiro,Porto;Lisboa;Tóquio,61,Nao,Cabine,Entregue,Valiosa,Normal,8891
462,Paris,Tóquio,Tóquio,São Paulo;Roma,18,Nao,Porão,Entregue,Normal,Normal,3596
463,Rio de Janeiro,São Paulo,Funchal,Paris,148,Sim,Cabine,Perdida,Normal,Atrasado,4310
464,Nova Iorque,London,Dubai,Dubai;Lisboa;Tóquio,58,Nao,Porão,Entregue,Normal,Cancelado,144
465,Madrid,Sydney,São Paulo,Bangkok;Porto;São Paulo,43,Nao,Porão,Entregue,Frágil,Cancelado,6485
466,Barcelona,Lisboa,Rio de Janeiro,Rio de Janeiro;Sydney,18,Sim,Cabine,Em trânsito,Frágil,Normal,5231
467,London,Tóquio,Lisboa,,157,Sim,Porão,Perdida,Normal,Atrasado,4095
468,Nova Iorque,Rio de Janeiro,Los Angeles,Porto;Madrid;São Paulo,130,Sim,Cabine,Perdida,Normal,Atrasado,3030
469,Porto,Bangkok,Madrid,Madrid,20,Sim,Porão,Em trânsito,Valiosa,Normal,8927
470,Paris,Lisboa,Porto,Porto;Funchal,49,Nao,Porão,Entregue,Frágil,Cancelado,6796
471,Paris,Tóquio,Tóquio,,64,Nao,Porão,Entregue,Frágil,Normal,7822
472,Lisboa,Paris,Paris,Barcelona;Los Angeles;Porto,70,Nao,Porão,Entregue,Normal,Atrasado,3941
473,Barcelona,Dubai,Tóquio,Los Angeles;London;Paris,165,Sim,Porão,Perdida,Normal,Normal,4365
474,Barcelona,Sydney,Sydney,,34,Nao,Cabine,Entregue,Frágil,Cancelado,8204
475,Funchal,Madrid,Madrid,Bangkok,61,Nao,Cabine,Entregue,Normal,Atrasado,7226
476,London,Bangkok,Tóquio,São Paulo;Tóquio,23,Sim,Porão,Em trânsito,Normal,Atrasado,1138
477,Nova Iorque,Dubai,Dubai,,19,Nao,Porão,Entregue,Normal,Atrasado,8206
478,Barcelona,Roma,Paris,Bangkok;Porto;Paris,24,Sim,Cabine,Em trânsito,Normal,Atrasado,2057
479,Porto,São Paulo,Rio de Janeiro,Rio de Janeiro;Bangkok;Tóquio,52,Nao,Porão,Entregue,Normal,Cancelado,9652
480,Bangkok,Rio de Janeiro,Sydney,Sydney;Los Angeles,55,Nao,Cabine,Entregue,Normal,Cancelado,4036
481,Paris,Sydney,Funchal,Funchal;Lisboa,38,Sim,Porão,Em trânsito,Normal,Atrasado,2868
482,London,Bangkok,Bangkok,Roma;Nova Iorque;Madrid,34,Nao,Cabine,Entregue,Frágil,Normal,915
483,São Paulo,Funchal,Roma,Roma;Barcelona,18,Sim,Cabine,Em trânsito,Valiosa,Atrasado,7676
484,Los Angeles,São Paulo,São Paulo,Tóquio,48,Nao,Porão,Entregue,Normal,Atrasado,1288
485,Tóquio,Los Angeles,Los Angeles,Rio de Janeiro,22,Nao,Porão,Entregue,Normal,Atrasado,4679
486,Madrid,Roma,Lisboa,Nova Iorque,158,Sim,Porão,Perdida,Normal,Atrasado,3697
487,Bangkok,Paris,Paris,Nova Iorque;Dubai,31,Nao,Cabine,Entregue,Normal,Cancelado,3074
488,Bangkok,Dubai,Porto,London,200,Sim,Porão,Perdida,Normal,Normal,5059
489,Dubai,Barcelona,Porto,Porto;Los Angeles,29,Sim,Cabine,Em trânsito,Frágil,Normal,9368
490,Roma,Barcelona,Barcelona,London;Paris;Bangkok,65,Nao,Porão,Entregue,Normal,Atrasado,7643
491,Funchal,Barcelona,Dubai,Roma,182,Sim,Cabine,Perdida,Normal,Normal,3174
492,Porto,Bangkok,Bangkok,,63,Nao,Porão,Entregue,Normal,Atrasado,4062
493,Dubai,Sydney,Sydney,Barcelona;Funchal;London,45,Nao,Porão,Entregue,Valiosa,Normal,8146
494,Rio de Janeiro,São Paulo,São Paulo,Roma;Bangkok;Sydney,62,Nao,Cabine,Entregue,Normal,Normal,8077
495,Los Angeles,Lisboa,Funchal,London;Bangkok;Dubai,192,Sim,Porão,Perdida,Frágil,Normal,1365
496,Tóquio,London,London,Barcelona;Madrid,58,Nao,Porão,Entregue,Frágil,Normal,6123
497,Los Angeles,Lisboa,Lisboa,,18,Nao,Porão,Entregue,Frágil,Cancelado,4745
