id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
249,São Paulo,Buenos Aires,Buenos Aires,Madrid;Funchal,48,Nao,Porão,Entregue,Valiosa,Atrasado,5594
250,Dubai,Istambul,Istambul,,45,Nao,Cabine,Entregue,Frágil,Atrasado,4489
251,Funchal,Paris,Paris,Berlim;Funchal;London,57,Nao,Porão,Entregue,Normal,Atrasado,5813
252,Auckland,Tóquio,Tóquio,Istambul,34,Nao,Porão,Entregue,Normal,Normal,9875
253,Auckland,Dubai,Dubai,Istambul;Roma,45,Nao,Cabine,Entregue,Normal,Atrasado,317
254,Paris,Rio de Janeiro,Rio de Janeiro,Madrid;Berlim;Nova Iorque,25,Nao,Porão,Entregue,Normal,Normal,8229
255,Porto,Sydney,Sydney,,17,Nao,Porão,Entregue,Frágil,Cancelado,952
256,Funchal,Rio de Janeiro,Lisboa,Lisboa,33,Nao,Porão,Em trânsito,Normal,Atrasado,1046
257,Funchal,Madrid,Tóquio,Tóquio,29,Nao,Porão,Em trânsito,Normal,Normal,7503
258,Hong Kong,São Paulo,São Paulo,Paris,33,Nao,Cabine,Em trânsito,Normal,Normal,7172
259,Hong Kong,London,Barcelona,Lisboa;Barcelona;Los Angeles,24,Nao,Porão,Em trânsito,Normal,Atrasado,3333
260,Istambul,London,Porto,Porto,13,Nao,Porão,Em trânsito,Normal,Atrasado,9655
261,Hong Kong,Nova Iorque,Nova Iorque,,72,Nao,Porão,Entregue,Normal,Cancelado,434
262,Sydney,Istambul,Paris,Buenos Aires;Paris;São Paulo,27,Nao,Porão,Em trânsito,Normal,Normal,5489
263,Hong Kong,Cairo,Moscovo,Sydney;Moscovo;Los Angeles,38,Sim,Porão,Em trânsito,Frágil,Normal,8866
264,São Paulo,Rio de Janeiro,Rio de Janeiro,,14,Nao,Porão,Entregue,Frágil,Cancelado,4949
265,Madrid,Moscovo,Roma,,111,Sim,Porão,Perdida,Normal,Normal,2180
266,Istambul,Buenos Aires,Buenos Aires,Cairo;Barcelona,8,Nao,Cabine,Em trânsito,Normal,Normal,7043
267,Funchal,Barcelona,Barcelona,,51,Nao,Porão,Entregue,Normal,Normal,8019
268,Sydney,Berlim,Berlim,São Paulo;Buenos Aires;London,22,Nao,Cabine,Entregue,Normal,Normal,202
269,Hong Kong,Madrid,Madrid,,53,Nao,Porão,Entregue,Normal,Atrasado,3817
270,Auckland,Paris,Paris,Cairo;Porto,173,Sim,Cabine,Perdida,Normal,Normal,3242
271,Sydney,Buenos Aires,Buenos Aires,Hong Kong,15,Nao,Porão,Entregue,Normal,Cancelado,8765
272,Auckland,Lisboa,Berlim,Berlim,30,Sim,Porão,Em trânsito,Frágil,Atrasado,7547
273,Rio de Janeiro,Istambul,Istambul,London;Funchal;Rio de Janeiro,45,Nao,Cabine,Em trânsito,Normal,Atrasado,1490
274,Nova Iorque,Dubai,Moscovo,London;Hong Kong;São Paulo,194,Sim,Porão,Perdida,Normal,Atrasado,4274
275,Cairo,Moscovo,Nova Iorque,,111,Sim,Porão,Perdida,Normal,Atrasado,2019
276,Berlim,Lisboa,Lisboa,,52,Nao,Porão,Entregue,Normal,Atrasado,337
277,Buenos Aires,Rio de Janeiro,Rio de Janeiro,,15,Nao,Porão,Entregue,Normal,Normal,5915
278,Buenos Aires,London,London,,32,Nao,Cabine,Entregue,Normal,Cancelado,3582
279,Tóquio,London,London,Hong Kong;Moscovo;Istambul,23,Nao,Cabine,Entregue,Frágil,Normal,1833
280,Funchal,Lisboa,Funchal,,109,Sim,Porão,Perdida,Normal,Normal,5704
281,London,Porto,Porto,Tóquio;Auckland,49,Nao,Porão,Entregue,Valiosa,Atrasado,8065
282,Paris,Funchal,Funchal,Paris;Porto,65,Nao,Porão,Entregue,Frágil,Normal,2897
283,São Paulo,Funchal,Berlim,,137,Sim,Porão,Perdida,Valiosa,Atrasado,5581
284,Barcelona,Moscovo,Madrid,Lisboa;Madrid;Paris,31,Sim,Porão,Em trânsito,Valiosa,Normal,3266
285,Los Angeles,Dubai,Roma,Roma;Porto;Cairo,44,Sim,Porão,Em trânsito,Frágil,Atrasado,8105
286,Funchal,Cairo,Cairo,,54,Nao,Porão,Entregue,Frágil,Atrasado,6383
287,Rio de Janeiro,Nova Iorque,Nova Iorque,,13,Nao,Cabine,Entregue,Normal,Cancelado,2913
288,Los Angeles,Cairo,Cairo,,47,Nao,Porão,Entregue,Valiosa,Atrasado,2792
289,Moscovo,Berlim,Berlim,Nova Iorque;Sydney,20,Nao,Porão,Entregue,Normal,Cancelado,8548
290,Funchal,London,London,,43,Nao,Cabine,Entregue,Normal,Cancelado,1699
291,Sydney,Berlim,Berlim,Los Angeles;Rio de Janeiro;Sydney,174,Sim,Cabine,Perdida,Normal,Atrasado,3077
292,Moscovo,Istambul,Bangkok,Tóquio;Bangkok,37,Nao,Porão,Em trânsito,Normal,Normal,8220
293,Sydney,Hong Kong,Hong Kong,,12,Nao,Porão,Entregue,Normal,Atrasado,5255
294,Istambul,London,Istambul,Paris;Istambul,13,Sim,Porão,Em trânsito,Frágil,Normal,2683
295,Funchal,Paris,Paris,Lisboa;Cairo;Moscovo,43,Nao,Porão,Entregue,Valiosa,Atrasado,1713
296,Funchal,Barcelona,Barcelona,,52,Nao,Cabine,Entregue,Valiosa,Cancelado,9960
297,Bangkok,Madrid,Auckland,Nova Iorque;Dubai;Auckland,38,Sim,Porão,Em trânsito,Frágil,Atrasado,7928
298,Paris,Cairo,Cairo,Bangkok,142,Sim,Cabine,Perdida,Normal,Normal,1479
299,Roma,Buenos Aires,Buenos Aires,,68,Nao,Porão,Entregue,Normal,Cancelado,3121
300,Los Angeles,Rio de Janeiro,Rio de Janeiro,Madrid,141,Sim,Cabine,Perdida,Normal,Atrasado,5448
301,Moscovo,Roma,Sydney,,162,Sim,Porão,Perdida,Normal,Atrasado,5115
302,São Paulo,Rio de Janeiro,Cairo,Roma,102,Sim,Porão,Perdida,Valiosa,Atrasado,504
303,Lisboa,London,London,Rio de Janeiro;Berlim,10,Nao,Cabine,Em trânsito,Normal,Normal,938
304,Madrid,Nova Iorque,Nova Iorque,,59,Nao,Cabine,Entregue,Normal,Atrasado,2450
305,Roma,Berlim,Berlim,Auckland;Rio de Janeiro;Hong Kong,28,Nao,Porão,Entregue,Normal,Normal,4373
306,Nova Iorque,Istambul,Istambul,,66,Nao,Porão,Entregue,Normal,Cancelado,5022
307,Hong Kong,São Paulo,São Paulo,,142,Sim,Cabine,Perdida,Normal,Normal,220
308,Hong Kong,Sydney,Sydney,Cairo;Tóquio,10,Nao,Cabine,Entregue,Normal,Normal,4015
309,Buenos Aires,Rio de Janeiro,Porto,Istambul;Dubai;Berlim,134,Sim,Porão,Perdida,Frágil,Normal,1527
310,Bangkok,Hong Kong,Hong Kong,,50,Nao,Cabine,Entregue,Valiosa,Normal,1376
311,Porto,Lisboa,Lisboa,Barcelona;Dubai;Nova Iorque,36,Nao,Porão,Entregue,Normal,Normal,1830
312,Bangkok,Paris,Hong Kong,Cairo,142,Sim,Porão,Perdida,Valiosa,Atrasado,5409
313,Barcelona,Lisboa,Lisboa,,168,Sim,Cabine,Perdida,Normal,Atrasado,4282
314,Porto,Tóquio,Auckland,Auckland;Roma,31,Nao,Porão,Em trânsito,Normal,Normal,908
315,Sydney,Paris,Paris,Tóquio;Istambul;Berlim,162,Sim,Cabine,Perdida,Normal,Normal,5696
316,London,Lisboa,Lisboa,,31,Nao,Porão,Entregue,Normal,Normal,8650
317,Hong Kong,Nova Iorque,Nova Iorque,Bangkok;Roma;Moscovo,174,Sim,Cabine,Perdida,Frágil,Atrasado,5193
318,Istambul,Rio de Janeiro,Funchal,,178,Sim,Porão,Perdida,Frágil,Normal,5157
319,Lisboa,Dubai,Rio de Janeiro,Roma;Moscovo;London,108,Sim,Porão,Perdida,Frágil,Normal,1495
320,Cairo,Sydney,Sydney,,167,Sim,Cabine,Perdida,Normal,Normal,8543
321,Tóquio,Barcelona,Dubai,Roma;Porto;Los Angeles,194,Sim,Porão,Perdida,Valiosa,Normal,7942
322,Cairo,São Paulo,Roma,Rio de Janeiro,135,Sim,Porão,Perdida,Normal,Normal,5751
323,Rio de Janeiro,Berlim,Berlim,,38,Nao,Porão,Entregue,Normal,Normal,8379
324,Funchal,Tóquio,Tóquio,Bangkok,55,Nao,Porão,Entregue,Normal,Cancelado,6614
325,Buenos Aires,London,Berlim,Berlim,42,Nao,Porão,Em trânsito,Normal,Atrasado,1259
326,Los Angeles,Dubai,Dubai,Barcelona;Roma;London,34,Nao,Porão,Entregue,Frágil,Atrasado,1844
327,Madrid,Berlim,Berlim,,184,Sim,Cabine,Perdida,Normal,Normal,6165
328,Dubai,Rio de Janeiro,Roma,Bangkok;Roma,22,Nao,Porão,Em trânsito,Normal,Normal,3916
329,Roma,Madrid,Rio de Janeiro,Porto;Cairo;Tóquio,143,Sim,Porão,Perdida,Frágil,Normal,7811
330,Funchal,Hong Kong,Hong Kong,,146,Sim,Cabine,Perdida,Frágil,Normal,6609
331,São Paulo,Lisboa,Funchal,Madrid;São Paulo,184,Sim,Porão,Perdida,Frágil,Normal,9897
332,Lisboa,London,London,Rio de Janeiro;Berlim,14,Nao,Porão,Entregue,Normal,Cancelado,2332
333,Barcelona,Rio de Janeiro,Tóquio,Paris;Auckland;Barcelona,142,Sim,Porão,Perdida,Normal,Atrasado,3953
334,Berlim,Istambul,Istambul,,23,Nao,Porão,Entregue,Normal,Cancelado,2196
335,Roma,Nova Iorque,Istambul,Dubai;London,176,Sim,Porão,Perdida,Valiosa,Atrasado,6265
336,Nova Iorque,London,London,Roma,16,Nao,Cabine,Em trânsito,Normal,Atrasado,1375
337,Rio de Janeiro,Buenos Aires,Los Angeles,Tóquio;Berlim,197,Sim,Porão,Perdida,Normal,Normal,1012
338,Sydney,Rio de Janeiro,Rio de Janeiro,Porto;São Paulo;Los Angeles,61,Nao,Porão,Entregue,Valiosa,Cancelado,4514
339,Moscovo,Barcelona,Barcelona,Buenos Aires,43,Nao,Cabine,Em trânsito,Normal,Atrasado,2478
340,Los Angeles,São Paulo,São Paulo,Moscovo,22,Nao,Cabine,Em trânsito,Normal,Atrasado,7949
341,Istambul,Hong Kong,Hong Kong,,64,Nao,Cabine,Entregue,Frágil,Normal,3106
342,Dubai,Paris,Porto,,178,Sim,Porão,Perdida,Normal,Normal,4500
343,Roma,Istambul,Istambul,,50,Nao,Porão,Entregue,Normal,Cancelado,3929
344,Funchal,Cairo,Cairo,Moscovo,16,Nao,Porão,Entregue,Normal,Atrasado,2849
345,Cairo,Bangkok,Bangkok,Porto;London;Berlim,14,Nao,Porão,Entregue,Normal,Normal,1132
346,Rio de Janeiro,Barcelona,Paris,Hong Kong;Sydney,159,Sim,Porão,Perdida,Normal,Normal,8324
347,Moscovo,Rio de Janeiro,Rio de Janeiro,,23,Nao,Porão,Entregue,Frágil,Normal,3752
348,Buenos Aires,Bangkok,Bangkok,,33,Nao,Cabine,Entregue,Normal,Cancelado,4083
349,Moscovo,Buenos Aires,Buenos Aires,Lisboa;São Paulo;Hong Kong,56,Nao,Porão,Entregue,Frágil,Cancelado,4201
350,Madrid,Bangkok,Bangkok,,43,Nao,Porão,Entregue,Normal,Normal,3242
351,Roma,Paris,Paris,,122,Sim,Cabine,Perdida,Frágil,Normal,1430
352,Paris,Lisboa,Lisboa,,25,Nao,Porão,Entregue,Valiosa,Atrasado,6071
353,London,Auckland,Auckland,Istambul;Porto,64,Nao,Porão,Entregue,Frágil,Cancelado,7175
354,Nova Iorque,Rio de Janeiro,São Paulo,São Paulo;Berlim,24,Sim,Porão,Em trânsito,Valiosa,Atrasado,7791
355,Porto,Sydney,Sydney,São Paulo;Cairo,185,Sim,Cabine,Perdida,Normal,Normal,6555
356,Paris,Buenos Aires,Buenos Aires,Auckland;Tóquio;Madrid,46,Nao,Cabine,Entregue,Normal,Normal,1530
357,Dubai,Madrid,Tóquio,Rio de Janeiro;Hong Kong,182,Sim,Porão,Perdida,Frágil,Atrasado,3913
358,Funchal,Barcelona,Barcelona,,47,Nao,Cabine,Entregue,Normal,Cancelado,8549
359,Bangkok,Auckland,Auckland,London;Porto,160,Sim,Cabine,Perdida,Normal,Normal,5059
360,Funchal,Buenos Aires,Buenos Aires,,40,Nao,Cabine,Entregue,Normal,Atrasado,2472
361,Porto,London,Moscovo,Berlim;Los Angeles;Cairo,157,Sim,Porão,Perdida,Frágil,Atrasado,3177
362,Rio de Janeiro,Tóquio,Tóquio,Dubai;Nova Iorque;Porto,69,Nao,Cabine,Entregue,Normal,Atrasado,736
363,Bangkok,Barcelona,Barcelona,,61,Nao,Porão,Entregue,Frágil,Cancelado,2713
364,Hong Kong,London,São Paulo,São Paulo,23,Nao,Porão,Em trânsito,Normal,Normal,8305
365,Hong Kong,Nova Iorque,Nova Iorque,Roma;Rio de Janeiro,22,Sim,Cabine,Em trânsito,Frágil,Normal,6207
366,Istambul,Funchal,Funchal,,27,Nao,Porão,Entregue,Normal,Atrasado,6178
367,Hong Kong,Dubai,Bangkok,Rio de Janeiro,195,Sim,Porão,Perdida,Frágil,Normal,2732
368,London,São Paulo,Hong Kong,,194,Sim,Porão,Perdida,Normal,Atrasado,5506
369,Rio de Janeiro,Madrid,Cairo,Cairo,19,Nao,Porão,Em trânsito,Normal,Atrasado,4308
370,Porto,Bangkok,Bangkok,Funchal;Los Angeles;Madrid,12,Nao,Porão,Entregue,Normal,Atrasado,4438
371,Porto,Los Angeles,Barcelona,Tóquio;Madrid,197,Sim,Porão,Perdida,Normal,Atrasado,9223
372,Cairo,London,London,,12,Nao,Cabine,Entregue,Normal,Cancelado,2967
373,Istambul,Lisboa,Lisboa,,71,Nao,Porão,Entregue,Normal,Atrasado,966
374,Rio de Janeiro,Berlim,Berlim,Los Angeles;Rio de Janeiro;Nova Iorque,6,Nao,Cabine,Em trânsito,Normal,Atrasado,4898
375,Istambul,Auckland,Auckland,Dubai,40,Nao,Porão,Entregue,Frágil,Atrasado,2830
376,Nova Iorque,Rio de Janeiro,Rio de Janeiro,Sydney;Bangkok;Madrid,17,Nao,Cabine,Entregue,Frágil,Cancelado,6379
377,Bangkok,Moscovo,Moscovo,Los Angeles,38,Nao,Porão,Entregue,Normal,Normal,9408
378,Sydney,Porto,Porto,Cairo;Sydney;Auckland,51,Nao,Porão,Entregue,Frágil,Atrasado,9753
379,Moscovo,Buenos Aires,Buenos Aires,Hong Kong,58,Nao,Cabine,Entregue,Frágil,Normal,4821
380,Nova Iorque,Funchal,Funchal,Porto,12,Nao,Cabine,Em trânsito,Normal,Atrasado,239
381,Sydney,Paris,Barcelona,Barcelona,31,Nao,Porão,Em trânsito,Normal,Atrasado,4525
382,Lisboa,Berlim,Paris,,185,Sim,Porão,Perdida,Valiosa,Normal,8733
383,Porto,Rio de Janeiro,Rio de Janeiro,Moscovo;Madrid;Tóquio,37,Nao,Porão,Entregue,Frágil,Normal,3701
384,London,Roma,Roma,Buenos Aires;Hong Kong,49,Nao,Cabine,Entregue,Frágil,Atrasado,5442
385,Cairo,Buenos Aires,Buenos Aires,,117,Sim,Cabine,Perdida,Normal,Normal,424
386,Cairo,Paris,Paris,Roma,22,Sim,Cabine,Em trânsito,Valiosa,Normal,8477
387,London,Paris,Sydney,Funchal;Los Angeles;Barcelona,192,Sim,Porão,Perdida,Normal,Normal,1912
388,Istambul,Dubai,Dubai,Paris;Tóquio;London,63,Nao,Porão,Entregue,Normal,Atrasado,3968
389,Bangkok,Sydney,Cairo,,154,Sim,Porão,Perdida,Valiosa,Atrasado,1444
390,London,Tóquio,Tóquio,Dubai,65,Nao,Porão,Entregue,Normal,Normal,3956
391,Roma,Buenos Aires,Buenos Aires,Funchal;Tóquio,25,Nao,Porão,Entregue,Normal,Cancelado,6536
392,Lisboa,Hong Kong,Hong Kong,,38,Nao,Cabine,Entregue,Normal,Atrasado,1998
393,Lisboa,Auckland,Auckland,Barcelona;Tóquio;Bangkok,56,Nao,Porão,Entregue,Frágil,Normal,3697
394,Nova Iorque,Auckland,Auckland,Porto;Berlim,41,Nao,Porão,Entregue,Normal,Cancelado,5486
395,São Paulo,Nova Iorque,Auckland,Los Angeles;Auckland,33,Nao,Porão,Em trânsito,Normal,Atrasado,4587
396,Funchal,Hong Kong,Hong Kong,Buenos Aires;Porto;São Paulo,58,Nao,Cabine,Entregue,Normal,Normal,1112
397,Buenos Aires,Funchal,Funchal,Roma,57,Nao,Cabine,Entregue,Normal,Cancelado,6896
398,Tóquio,London,Moscovo,Hong Kong;Dubai;Istambul,124,Sim,Porão,Perdida,Valiosa,Normal,3957
399,Moscovo,Hong Kong,Hong Kong,Madrid,51,Sim,Cabine,Em trânsito,Valiosa,Normal,604
400,Hong Kong,Porto,Porto,Lisboa;Funchal;Auckland,190,Sim,Cabine,Perdida,Normal,Normal,3150
401,Cairo,Moscovo,Paris,Rio de Janeiro;Hong Kong,134,Sim,Porão,Perdida,Valiosa,Normal,4824
402,London,Paris,Paris,,46,Nao,Porão,Entregue,Frágil,Cancelado,4927
403,London,Cairo,Cairo,Tóquio;Nova Iorque,65,Nao,Cabine,Entregue,Normal,Normal,9664
404,Hong Kong,Sydney,Sydney,Cairo;Lisboa;London,18,Sim,Cabine,Em trânsito,Valiosa,Normal,5386
405,Cairo,Funchal,Funchal,Moscovo;Los Angeles;Nova Iorque,186,Sim,Cabine,Perdida,Frágil,Atrasado,4610
406,Paris,Moscovo,Moscovo,Nova Iorque;Sydney;São Paulo,38,Nao,Porão,Entregue,Normal,Atrasado,7828
407,Madrid,Los Angeles,Los Angeles,,14,Nao,Porão,Entregue,Normal,Cancelado,2884
408,Moscovo,Sydney,Dubai,Auckland;London,148,Sim,Porão,Perdida,Normal,Atrasado,9697
409,Rio de Janeiro,Cairo,Hong Kong,,132,Sim,Porão,Perdida,Valiosa,Normal,9415
410,Tóquio,Lisboa,Funchal,Cairo;Funchal,33,Sim,Porão,Em trânsito,Valiosa,Normal,3684
411,Dubai,Berlim,Berlim,Rio de Janeiro,115,Sim,Cabine,Perdida,Frágil,Atrasado,5344
412,Dubai,Roma,Hong Kong,Los Angeles;Auckland,130,Sim,Porão,Perdida,Normal,Normal,5701
413,Roma,Lisboa,Lisboa,,179,Sim,Cabine,Perdida,Normal,Atrasado,9152
414,Madrid,Nova Iorque,Nova Iorque,Hong Kong;Porto,175,Sim,Cabine,Perdida,Normal,Atrasado,215
415,London,São Paulo,Funchal,Berlim,155,Sim,Porão,Perdida,Valiosa,Normal,6399
416,Sydney,Hong Kong,Hong Kong,,43,Nao,Porão,Entregue,Normal,Cancelado,1306
417,Cairo,Madrid,Madrid,Paris,70,Nao,Porão,Entregue,Normal,Cancelado,6705
418,Nova Iorque,Sydney,Sydney,London;Moscovo,39,Nao,Cabine,Entregue,Valiosa,Atrasado,796
419,Dubai,Los Angeles,Los Angeles,,58,Nao,Cabine,Entregue,Normal,Cancelado,6061
420,Porto,Barcelona,Barcelona,Paris;Auckland,53,Nao,Cabine,Entregue,Frágil,Atrasado,2128
421,Istambul,Sydney,Sydney,,28,Nao,Porão,Entregue,Normal,Normal,6518
422,Nova Iorque,Rio de Janeiro,Berlim,Moscovo;Paris,119,Sim,Porão,Perdida,Normal,Normal,8062
423,Buenos Aires,Moscovo,Moscovo,Funchal;Bangkok,50,Nao,Porão,Entregue,Normal,Cancelado,6749
424,Los Angeles,Tóquio,Tóquio,Hong Kong;Sydney;Moscovo,16,Nao,Cabine,Em trânsito,Normal,Atrasado,7381
425,Sydney,London,London,Nova Iorque;Funchal;Porto,121,Sim,Cabine,Perdida,Valiosa,Atrasado,6696
426,Moscovo,Roma,Istambul,London;Istambul,30,Sim,Porão,Em trânsito,Frágil,Atrasado,7990
427,Paris,Sydney,Sydney,Berlim;Dubai,17,Nao,Porão,Entregue,Normal,Cancelado,1810
428,Bangkok,Barcelona,Berlim,Lisboa;Paris,146,Sim,Porão,Perdida,Normal,Normal,8105
429,Tóquio,Istambul,Istambul,,22,Nao,Porão,Entregue,Valiosa,Cancelado,8404
430,Lisboa,Nova Iorque,Moscovo,Istambul;Barcelona,164,Sim,Porão,Perdida,Normal,Atrasado,496
431,São Paulo,Roma,Roma,Barcelona,46,Nao,Porão,Entregue,Frágil,Cancelado,8564
432,Sydney,Cairo,Cairo,,61,Nao,Cabine,Entregue,Normal,Normal,2350
433,Nova Iorque,Madrid,Madrid,Funchal;Paris;Rio de Janeiro,51,Nao,Porão,Entregue,Frágil,Cancelado,9021
434,Funchal,Moscovo,Sydney,Sydney,46,Sim,Porão,Em trânsito,Frágil,Normal,6387
435,Sydney,Porto,Porto,Hong Kong;Nova Iorque,43,Nao,Porão,Entregue,Normal,Normal,6791
436,Funchal,Roma,Roma,,15,Nao,Porão,Entregue,Valiosa,Atrasado,7306
437,Roma,Buenos Aires,Buenos Aires,Auckland;Roma,34,Nao,Porão,Entregue,Valiosa,Cancelado,9496
438,Tóquio,Hong Kong,Hong Kong,Bangkok;Sydney,29,Nao,Cabine,Em trânsito,Normal,Normal,5553
439,Paris,Madrid,Madrid,,200,Sim,Cabine,Perdida,Normal,Normal,2572
440,Rio de Janeiro,Moscovo,Sydney,Nova Iorque;Sydney,18,Nao,Porão,Em trânsito,Normal,Normal,5076
441,Buenos Aires,Auckland,Auckland,Nova Iorque;Istambul;Paris,155,Sim,Cabine,Perdida,Normal,Normal,3506
442,Rio de Janeiro,Istambul,Istambul,Madrid,12,Nao,Cabine,Entregue,Frágil,Atrasado,5262
443,Buenos Aires,Bangkok,Bangkok,,21,Nao,Porão,Entregue,Normal,Cancelado,4899
444,Buenos Aires,Barcelona,Buenos Aires,Los Angeles,116,Sim,Porão,Perdida,Frágil,Atrasado,8915
445,Rio de Janeiro,Moscovo,Moscovo,São Paulo,25,Sim,Cabine,Em trânsito,Valiosa,Normal,1112
446,Dubai,Porto,Porto,Dubai,13,Nao,Porão,Entregue,Valiosa,Normal,285
447,Sydney,Auckland,Auckland,,53,Nao,Porão,Entregue,Frágil,Cancelado,1983
448,Buenos Aires,Bangkok,Paris,Cairo;São Paulo;Dubai,143,Sim,Porão,Perdida,Valiosa,Normal,6262
449,Sydney,Lisboa,Dubai,Dubai;Roma;Funchal,24,Sim,Porão,Em trânsito,Frágil,Atrasado,925
450,Roma,Bangkok,Roma,Barcelona;Istambul;São Paulo,166,Sim,Porão,Perdida,Frágil,Normal,7743
451,Nova Iorque,Funchal,Sydney,London;Tóquio;Sydney,34,Nao,Porão,Em trânsito,Normal,Normal,6906
452,Istambul,Barcelona,Nova Iorque,São Paulo;Nova Iorque,29,Nao,Porão,Em trânsito,Normal,Normal,2462
453,Istambul,Roma,Istambul,Istambul,21,Nao,Porão,Em trânsito,Normal,Normal,5931
454,Sydney,Roma,Roma,Cairo;Istambul;Sydney,135,Sim,Cabine,Perdida,Valiosa,Atrasado,4287
455,Buenos Aires,Porto,Porto,Bangkok;Rio de Janeiro;Tóquio,17,Sim,Cabine,Em trânsito,Frágil,Normal,6781
456,Lisboa,São Paulo,São Paulo,Los Angeles;Bangkok,47,Nao,Porão,Entregue,Frágil,Atrasado,9766
457,Cairo,Sydney,Sydney,,59,Nao,Porão,Entregue,Normal,Normal,818
458,Barcelona,Sydney,Sydney,Moscovo;Cairo;Los Angeles,66,Nao,Cabine,Entregue,Normal,Cancelado,7621
459,Lisboa,Tóquio,Tóquio,São Paulo,193,Sim,Cabine,Perdida,Normal,Atrasado,3016
460,Dubai,Tóquio,Tóquio,Funchal;Moscovo;Buenos Aires,27,Nao,Cabine,Entregue,Normal,Atrasado,7808
461,Nova Iorque,Sydney,Sydney,Barcelona;Berlim,63,Nao,Porão,Entregue,Valiosa,Cancelado,1033
462,Buenos Aires,Lisboa,Rio de Janeiro,,103,Sim,Porão,Perdida,Normal,Atrasado,3688
463,Cairo,London,London,Berlim;Funchal;Los Angeles,163,Sim,Cabine,Perdida,Normal,Normal,6416
464,Sydney,Nova Iorque,Rio de Janeiro,Funchal;Porto;Bangkok,177,Sim,Porão,Perdida,Normal,Normal,5726
465,Auckland,Madrid,Rio de Janeiro,Auckland;Rio de Janeiro,42,Sim,Porão,Em trânsito,Frágil,Normal,8256
466,Lisboa,London,London,Moscovo;Funchal;Paris,29,Nao,Porão,Entregue,Frágil,Atrasado,946
467,Cairo,Sydney,Buenos Aires,Moscovo;Funchal,130,Sim,Porão,Perdida,Valiosa,Normal,7866
468,Nova Iorque,Buenos Aires,Buenos Aires,,20,Nao,Cabine,Entregue,Normal,Cancelado,7606
469,Lisboa,Hong Kong,Hong Kong,São Paulo;Madrid,71,Nao,Porão,Entregue,Normal,Cancelado,9408
470,Roma,Bangkok,Bangkok,Moscovo,26,Nao,Porão,Entregue,Normal,Cancelado,9216
471,Los Angeles,Dubai,Dubai,Cairo;Berlim;Hong Kong,59,Nao,Porão,Entregue,Normal,Normal,5320
472,Moscovo,São Paulo,Funchal,,115,Sim,Porão,Perdida,Frágil,Normal,7494
473,Madrid,Buenos Aires,Buenos Aires,,60,Nao,Porão,Entregue,Normal,Normal,2684
474,Lisboa,Los Angeles,Los Angeles,Sydney,39,Nao,Porão,Entregue,Normal,Atrasado,1914
475,São Paulo,Hong Kong,Hong Kong,,17,Nao,Porão,Entregue,Frágil,Atrasado,5883
476,Lisboa,Buenos Aires,Buenos Aires,,51,Nao,Cabine,Entregue,Normal,Normal,7824
477,Nova Iorque,Cairo,Cairo,,21,Nao,Porão,Entregue,Normal,Atrasado,1459
478,Porto,Buenos Aires,Los Angeles,Los Angeles,9,Nao,Porão,Em trânsito,Normal,Atrasado,6127
479,São Paulo,Barcelona,Auckland,Dubai,150,Sim,Porão,Perdida,Frágil,Normal,7144
480,Barcelona,Berlim,Berlim,,69,Nao,Porão,Entregue,Normal,Cancelado,8843
481,London,Barcelona,Barcelona,Roma,12,Nao,Porão,Entregue,Normal,Cancelado,1835
482,Auckland,Cairo,Cairo,Nova Iorque,62,Nao,Cabine,Entregue,Normal,Atrasado,7760
483,Barcelona,Moscovo,Moscovo,Roma;Madrid,30,Nao,Cabine,Entregue,Valiosa,Normal,1040
484,Rio de Janeiro,Berlim,Berlim,Tóquio,17,Nao,Porão,Entregue,Normal,Normal,3500
485,Roma,Los Angeles,Los Angeles,Tóquio;Istambul;Madrid,36,Nao,Porão,Entregue,Frágil,Normal,3179
486,Cairo,Los Angeles,Los Angeles,Sydney,25,Nao,Cabine,Entregue,Normal,Atrasado,2239
487,Moscovo,Buenos Aires,Buenos Aires,Auckland;Barcelona;Moscovo,42,Nao,Porão,Entregue,Normal,Normal,1092
488,São Paulo,Berlim,Berlim,São Paulo,21,Sim,Cabine,Em trânsito,Frágil,Atrasado,4135
489,Lisboa,Rio de Janeiro,Rio de Janeiro,Buenos Aires,62,Nao,Cabine,Entregue,Frágil,Cancelado,4987
490,Madrid,São Paulo,São Paulo,,23,Nao,Porão,Entregue,Frágil,Normal,3245
491,Paris,Porto,Berlim,Bangkok,185,Sim,Porão,Perdida,Frágil,Atrasado,9328
492,Lisboa,Tóquio,Tóquio,Cairo;Lisboa;Paris,25,Nao,Cabine,Entregue,Normal,Cancelado,4995
493,Moscovo,Auckland,Auckland,Istambul;Buenos Aires;Dubai,28,Nao,Porão,Entregue,Normal,Atrasado,1277
494,Auckland,Funchal,Sydney,Sydney,16,Nao,Porão,Em trânsito,Normal,Atrasado,5879
495,Porto,Buenos Aires,Berlim,Berlim,36,Nao,Porão,Em trânsito,Normal,Atrasado,638
496,Paris,London,Barcelona,Barcelona;Auckland,26,Nao,Porão,Em trânsito,Normal,Normal,600
497,Tóquio,Dubai,Dubai,,39,Nao,Cabine,Entregue,Normal,Atrasado,831
